Frequency (Hz)	Level (dB)
86.132812	-39.039944
172.265625	-44.023403
258.398438	-53.936871
344.531250	-67.824608
430.664062	-75.043800
516.796875	-80.902664
602.929688	-86.590363
689.062500	-89.176666
775.195312	-91.105827
861.328125	-92.567131
947.460938	-93.476891
1033.593750	-94.714226
1119.726562	-95.055023
1205.859375	-95.530289
1291.992188	-96.247231
1378.125000	-96.928833
1464.257812	-97.095665
1550.390625	-97.338737
1636.523438	-98.214706
1722.656250	-98.300415
1808.789062	-97.986435
1894.921875	-98.391411
1981.054688	-98.901024
2067.187500	-99.354286
2153.320312	-99.255112
2239.453125	-99.420250
2325.585938	-99.787491
2411.718750	-99.798050
2497.851562	-99.587700
2583.984375	-99.903847
2670.117188	-100.097794
2756.250000	-100.019577
2842.382812	-99.971024
2928.515625	-100.161705
3014.648438	-100.397583
3100.781250	-100.078575
3186.914062	-100.278008
3273.046875	-100.440720
3359.179688	-100.558235
3445.312500	-100.565094
3531.445312	-100.448112
3617.578125	-100.369202
3703.710938	-100.527527
3789.843750	-100.695389
3875.976562	-100.821999
3962.109375	-100.983948
4048.242188	-100.710114
4134.375000	-100.955292
4220.507812	-100.807579
4306.640625	-101.084137
4392.773438	-101.353935
4478.906250	-101.313858
4565.039062	-101.662605
4651.171875	-101.700745
4737.304688	-101.831413
4823.437500	-102.161995
4909.570312	-102.344902
4995.703125	-102.769516
5081.835938	-102.920219
5167.968750	-103.488121
5254.101562	-103.419502
5340.234375	-103.520874
5426.367188	-103.658348
