Frequency (Hz)	Level (dB)
86.132812	-26.681543
172.265625	-34.138092
258.398438	-46.614613
344.531250	-59.252960
430.664062	-67.941528
516.796875	-73.779655
602.929688	-77.704628
689.062500	-77.639748
775.195312	-78.227608
861.328125	-80.922691
947.460938	-84.277275
1033.593750	-84.149597
1119.726562	-85.171982
1205.859375	-86.772446
1291.992188	-86.975349
1378.125000	-87.653320
1464.257812	-90.593727
1550.390625	-90.907967
1636.523438	-89.802559
1722.656250	-90.498306
1808.789062	-92.661964
1894.921875	-93.704239
1981.054688	-92.676453
2067.187500	-92.374619
2153.320312	-93.319893
2239.453125	-94.783241
2325.585938	-95.859940
2411.718750	-95.261040
2497.851562	-94.336937
2583.984375	-94.803154
2670.117188	-96.916550
2756.250000	-97.676842
2842.382812	-95.961174
2928.515625	-96.254433
3014.648438	-97.718842
3100.781250	-98.241226
3186.914062	-97.707169
3273.046875	-97.955620
3359.179688	-98.645836
3445.312500	-98.537262
3531.445312	-98.819618
3617.578125	-99.253662
3703.710938	-98.988518
3789.843750	-98.991753
3875.976562	-99.517181
3962.109375	-99.874207
4048.242188	-99.547714
4134.375000	-99.591812
4220.507812	-100.082321
4306.640625	-100.105003
4392.773438	-100.248596
4478.906250	-100.854408
4565.039062	-101.172066
4651.171875	-101.062187
4737.304688	-101.305580
4823.437500	-101.570091
4909.570312	-101.937866
4995.703125	-102.325279
5081.835938	-102.394058
5167.968750	-102.752693
5254.101562	-103.027245
5340.234375	-103.279007
5426.367188	-103.255386
