Frequency (Hz)	Level (dB)
86.132812	-37.690933
172.265625	-43.427208
258.398438	-54.111439
344.531250	-68.025093
430.664062	-73.721924
516.796875	-77.205429
602.929688	-81.150574
689.062500	-80.693428
775.195312	-80.430031
861.328125	-82.501907
947.460938	-85.433281
1033.593750	-85.642372
1119.726562	-86.370285
1205.859375	-88.621948
1291.992188	-89.283897
1378.125000	-88.325150
1464.257812	-89.819870
1550.390625	-92.018799
1636.523438	-92.917274
1722.656250	-92.713890
1808.789062	-93.193024
1894.921875	-94.374390
1981.054688	-95.300652
2067.187500	-95.280434
2153.320312	-94.979584
2239.453125	-94.857384
2325.585938	-96.445816
2411.718750	-96.872261
2497.851562	-96.067604
2583.984375	-96.046471
2670.117188	-97.165306
2756.250000	-98.285278
2842.382812	-97.746040
2928.515625	-97.683525
3014.648438	-98.275383
3100.781250	-98.747658
3186.914062	-98.718796
3273.046875	-98.984978
3359.179688	-99.052910
3445.312500	-98.999756
3531.445312	-99.230354
3617.578125	-99.191940
3703.710938	-99.217827
3789.843750	-99.456009
3875.976562	-99.815567
3962.109375	-99.795677
4048.242188	-99.925545
4134.375000	-100.268242
4220.507812	-100.301636
4306.640625	-100.489708
4392.773438	-100.415588
4478.906250	-100.650681
4565.039062	-100.884438
4651.171875	-100.722351
4737.304688	-101.266205
4823.437500	-101.645691
4909.570312	-101.934311
4995.703125	-102.415939
5081.835938	-102.605797
5167.968750	-103.001022
5254.101562	-103.037003
5340.234375	-103.242012
5426.367188	-103.084503
