Frequency (Hz)	Level (dB)
86.132812	-26.172590
172.265625	-32.874985
258.398438	-45.788059
344.531250	-57.220989
430.664062	-63.237751
516.796875	-68.188446
602.929688	-72.625481
689.062500	-72.515350
775.195312	-73.706963
861.328125	-77.449242
947.460938	-78.925377
1033.593750	-78.315285
1119.726562	-80.046371
1205.859375	-82.281906
1291.992188	-82.648453
1378.125000	-82.963577
1464.257812	-85.631577
1550.390625	-85.639061
1636.523438	-85.714760
1722.656250	-86.927376
1808.789062	-87.920998
1894.921875	-88.585686
1981.054688	-89.301208
2067.187500	-89.527817
2153.320312	-89.184669
2239.453125	-90.540024
2325.585938	-92.795563
2411.718750	-91.336304
2497.851562	-90.485085
2583.984375	-92.042862
2670.117188	-94.685966
2756.250000	-93.517349
2842.382812	-92.279442
2928.515625	-93.257286
3014.648438	-95.047974
3100.781250	-95.349510
3186.914062	-94.401108
3273.046875	-94.449028
3359.179688	-95.725731
3445.312500	-96.710480
3531.445312	-96.084953
3617.578125	-96.042480
3703.710938	-96.491440
3789.843750	-96.838539
3875.976562	-96.975960
3962.109375	-97.336700
4048.242188	-97.688782
4134.375000	-97.835655
4220.507812	-97.109940
4306.640625	-97.908379
4392.773438	-99.194382
4478.906250	-98.850410
4565.039062	-98.263603
4651.171875	-99.200653
4737.304688	-100.268509
4823.437500	-100.017647
4909.570312	-99.388680
4995.703125	-100.203621
5081.835938	-101.662689
5167.968750	-101.951660
5254.101562	-101.280922
5340.234375	-101.485970
5426.367188	-101.822166
