Frequency (Hz)	Level (dB)
86.132812	-27.222363
172.265625	-32.263481
258.398438	-39.174515
344.531250	-42.635380
430.664062	-45.419292
516.796875	-47.499783
602.929688	-49.634476
689.062500	-51.014801
775.195312	-52.569584
861.328125	-54.448048
947.460938	-55.679031
1033.593750	-56.718922
1119.726562	-58.534805
1205.859375	-59.753242
1291.992188	-60.318947
1378.125000	-61.717873
1464.257812	-63.235329
1550.390625	-63.394165
1636.523438	-64.353920
1722.656250	-65.975044
1808.789062	-66.540581
1894.921875	-66.903351
1981.054688	-68.892929
2067.187500	-69.924034
2153.320312	-70.381073
2239.453125	-72.162651
2325.585938	-74.756638
2411.718750	-74.935753
2497.851562	-76.841255
2583.984375	-80.509979
2670.117188	-80.979881
2756.250000	-81.737137
2842.382812	-83.338486
2928.515625	-81.994186
3014.648438	-81.892517
3100.781250	-81.325523
3186.914062	-79.887016
3273.046875	-80.278473
3359.179688	-80.807144
3445.312500	-79.141533
3531.445312	-79.539436
3617.578125	-80.994728
3703.710938	-79.980156
3789.843750	-79.407379
3875.976562	-81.362762
3962.109375	-81.142113
4048.242188	-79.979103
4134.375000	-81.159126
4220.507812	-82.362488
4306.640625	-80.834030
4392.773438	-81.294083
4478.906250	-83.120728
4565.039062	-82.596359
4651.171875	-82.262299
4737.304688	-84.186302
4823.437500	-85.201439
4909.570312	-84.490730
4995.703125	-86.015503
5081.835938	-88.430702
5167.968750	-88.248009
5254.101562	-88.601738
5340.234375	-91.865578
5426.367188	-92.066544
