Frequency (Hz)	Level (dB)
86.132812	-42.209824
172.265625	-45.125763
258.398438	-52.324043
344.531250	-62.663395
430.664062	-70.373451
516.796875	-76.373032
602.929688	-78.703896
689.062500	-81.540558
775.195312	-84.379768
861.328125	-87.382797
947.460938	-89.276428
1033.593750	-90.641251
1119.726562	-91.641304
1205.859375	-92.300415
1291.992188	-92.916077
1378.125000	-94.040688
1464.257812	-95.135933
1550.390625	-96.304352
1636.523438	-97.048744
1722.656250	-97.407051
1808.789062	-98.123055
1894.921875	-98.805130
1981.054688	-98.955666
2067.187500	-99.416626
2153.320312	-99.345200
2239.453125	-99.439545
2325.585938	-99.953178
2411.718750	-99.984001
2497.851562	-100.016327
2583.984375	-100.062271
2670.117188	-99.834099
2756.250000	-99.621170
2842.382812	-100.018333
2928.515625	-100.275177
3014.648438	-100.235008
3100.781250	-100.223869
3186.914062	-100.287125
3273.046875	-100.441696
3359.179688	-100.486465
3445.312500	-100.571213
3531.445312	-100.494057
3617.578125	-100.504662
3703.710938	-100.697449
3789.843750	-100.336617
3875.976562	-100.917961
3962.109375	-100.845901
4048.242188	-100.989471
4134.375000	-101.360725
4220.507812	-100.674881
4306.640625	-100.820358
4392.773438	-101.361549
4478.906250	-101.487663
4565.039062	-101.727623
4651.171875	-101.855209
4737.304688	-102.047356
4823.437500	-102.437836
4909.570312	-102.104782
4995.703125	-102.382896
5081.835938	-102.891945
5167.968750	-103.387291
5254.101562	-103.540901
5340.234375	-103.543327
5426.367188	-103.731880
