Frequency (Hz)	Level (dB)
86.132812	-40.858479
172.265625	-45.724930
258.398438	-55.281715
344.531250	-69.024498
430.664062	-74.641670
516.796875	-78.206673
602.929688	-81.671410
689.062500	-81.302048
775.195312	-81.681038
861.328125	-84.191116
947.460938	-86.164375
1033.593750	-87.154610
1119.726562	-88.619225
1205.859375	-89.822418
1291.992188	-89.317955
1378.125000	-89.428642
1464.257812	-92.434914
1550.390625	-93.870003
1636.523438	-93.045883
1722.656250	-93.099098
1808.789062	-93.855545
1894.921875	-95.078087
1981.054688	-96.330940
2067.187500	-96.447548
2153.320312	-95.229721
2239.453125	-95.552277
2325.585938	-97.647583
2411.718750	-97.629959
2497.851562	-96.295113
2583.984375	-96.444550
2670.117188	-98.405861
2756.250000	-98.602066
2842.382812	-97.295036
2928.515625	-97.696533
3014.648438	-98.743782
3100.781250	-99.225136
3186.914062	-98.750786
3273.046875	-98.813293
3359.179688	-99.256096
3445.312500	-99.523766
3531.445312	-99.690796
3617.578125	-99.484352
3703.710938	-99.884613
3789.843750	-100.116241
3875.976562	-100.423454
3962.109375	-100.267952
4048.242188	-99.903427
4134.375000	-100.298279
4220.507812	-100.374557
4306.640625	-100.552620
4392.773438	-100.690811
4478.906250	-100.914742
4565.039062	-101.036049
4651.171875	-101.160355
4737.304688	-101.500481
4823.437500	-101.585739
4909.570312	-102.040199
4995.703125	-102.410995
5081.835938	-102.332283
5167.968750	-103.076111
5254.101562	-103.266380
5340.234375	-103.254272
5426.367188	-103.216446
