Frequency (Hz)	Level (dB)
86.132812	-40.448067
172.265625	-42.085396
258.398438	-45.762348
344.531250	-53.884422
430.664062	-65.511536
516.796875	-66.774117
602.929688	-70.402901
689.062500	-75.536362
775.195312	-78.187469
861.328125	-79.416878
947.460938	-80.875481
1033.593750	-82.388184
1119.726562	-83.937912
1205.859375	-85.542107
1291.992188	-86.307518
1378.125000	-86.770882
1464.257812	-88.676254
1550.390625	-91.022148
1636.523438	-91.808197
1722.656250	-92.461906
1808.789062	-93.265480
1894.921875	-94.267624
1981.054688	-95.357582
2067.187500	-95.979523
2153.320312	-95.515556
2239.453125	-95.253525
2325.585938	-96.505714
2411.718750	-97.560669
2497.851562	-97.352859
2583.984375	-96.838165
2670.117188	-97.248436
2756.250000	-98.608078
2842.382812	-98.411438
2928.515625	-97.825562
3014.648438	-98.435318
3100.781250	-99.208664
3186.914062	-98.962372
3273.046875	-98.732376
3359.179688	-98.934334
3445.312500	-99.464622
3531.445312	-99.377892
3617.578125	-99.490875
3703.710938	-99.784531
3789.843750	-99.630203
3875.976562	-99.900398
3962.109375	-100.384987
4048.242188	-100.141815
4134.375000	-100.427002
4220.507812	-100.388138
4306.640625	-100.621284
4392.773438	-100.707634
4478.906250	-100.988533
4565.039062	-101.235855
4651.171875	-101.103302
4737.304688	-101.328957
4823.437500	-101.788612
4909.570312	-102.059662
4995.703125	-102.389946
5081.835938	-102.133324
5167.968750	-102.827888
5254.101562	-103.216721
5340.234375	-103.111137
5426.367188	-103.279289
