Frequency (Hz)	Level (dB)
86.132812	-18.046131
172.265625	-29.860397
258.398438	-43.843399
344.531250	-52.948624
430.664062	-59.407249
516.796875	-65.537270
602.929688	-69.211151
689.062500	-72.322914
775.195312	-75.935669
861.328125	-76.257301
947.460938	-79.258133
1033.593750	-82.577560
1119.726562	-80.598831
1205.859375	-83.739441
1291.992188	-86.416130
1378.125000	-84.069603
1464.257812	-87.227684
1550.390625	-91.017380
1636.523438	-87.679344
1722.656250	-89.210007
1808.789062	-93.377121
1894.921875	-89.805305
1981.054688	-91.435020
2067.187500	-94.851585
2153.320312	-92.622063
2239.453125	-93.243523
2325.585938	-95.994240
2411.718750	-94.259644
2497.851562	-94.718666
2583.984375	-97.098396
2670.117188	-95.479424
2756.250000	-96.186852
2842.382812	-97.899445
2928.515625	-97.013672
3014.648438	-97.331741
3100.781250	-98.567307
3186.914062	-97.821190
3273.046875	-98.624672
3359.179688	-98.823227
3445.312500	-98.272110
3531.445312	-99.131752
3617.578125	-99.123543
3703.710938	-98.880455
3789.843750	-99.744576
3875.976562	-99.691475
3962.109375	-99.295578
4048.242188	-100.165642
4134.375000	-100.104637
4220.507812	-99.970215
4306.640625	-100.875412
4392.773438	-100.829002
4478.906250	-100.622620
4565.039062	-101.360077
4651.171875	-101.522980
4737.304688	-101.466820
4823.437500	-102.388016
4909.570312	-102.080414
4995.703125	-101.996368
5081.835938	-102.795135
5167.968750	-103.222504
5254.101562	-103.014442
5340.234375	-102.999596
5426.367188	-103.464310
