Frequency (Hz)	Level (dB)
86.132812	-38.519207
172.265625	-43.340702
258.398438	-53.005512
344.531250	-65.350380
430.664062	-72.519196
516.796875	-77.751381
602.929688	-81.993988
689.062500	-82.965561
775.195312	-83.309349
861.328125	-85.384682
947.460938	-88.581459
1033.593750	-89.043411
1119.726562	-90.207611
1205.859375	-91.736282
1291.992188	-91.480934
1378.125000	-91.503006
1464.257812	-93.739296
1550.390625	-95.093987
1636.523438	-94.901718
1722.656250	-94.975723
1808.789062	-96.106567
1894.921875	-97.020531
1981.054688	-96.954102
2067.187500	-97.199486
2153.320312	-97.282295
2239.453125	-97.738449
2325.585938	-98.876945
2411.718750	-98.460747
2497.851562	-97.444176
2583.984375	-97.753601
2670.117188	-99.295929
2756.250000	-99.497353
2842.382812	-98.599152
2928.515625	-98.663261
3014.648438	-99.436684
3100.781250	-99.780678
3186.914062	-99.621651
3273.046875	-99.681999
3359.179688	-100.035072
3445.312500	-100.342201
3531.445312	-100.389580
3617.578125	-100.425171
3703.710938	-100.409187
3789.843750	-100.488609
3875.976562	-100.754333
3962.109375	-100.840614
4048.242188	-100.701012
4134.375000	-100.935371
4220.507812	-101.005463
4306.640625	-101.067200
4392.773438	-101.458954
4478.906250	-101.693962
4565.039062	-101.702087
4651.171875	-101.826591
4737.304688	-102.177078
4823.437500	-102.377029
4909.570312	-102.301178
4995.703125	-102.656761
5081.835938	-103.093475
5167.968750	-103.533966
5254.101562	-103.674431
5340.234375	-103.944542
5426.367188	-104.050774
