Frequency (Hz)	Level (dB)
86.132812	-25.413404
172.265625	-32.500134
258.398438	-43.253471
344.531250	-56.142929
430.664062	-65.553337
516.796875	-72.539757
602.929688	-77.967010
689.062500	-82.687866
775.195312	-86.171234
861.328125	-89.380234
947.460938	-91.535332
1033.593750	-93.316528
1119.726562	-94.237892
1205.859375	-95.214317
1291.992188	-96.269165
1378.125000	-97.215187
1464.257812	-97.644630
1550.390625	-98.271072
1636.523438	-98.650734
1722.656250	-99.026932
1808.789062	-99.219612
1894.921875	-99.013626
1981.054688	-99.476768
2067.187500	-99.870934
2153.320312	-99.871574
2239.453125	-99.914230
2325.585938	-100.046951
2411.718750	-100.139519
2497.851562	-100.105537
2583.984375	-100.012810
2670.117188	-100.179054
2756.250000	-100.267822
2842.382812	-100.346031
2928.515625	-100.430199
3014.648438	-100.773277
3100.781250	-100.541626
3186.914062	-100.461571
3273.046875	-100.486305
3359.179688	-100.759995
3445.312500	-100.755066
3531.445312	-100.931908
3617.578125	-100.978821
3703.710938	-100.958862
3789.843750	-100.850075
3875.976562	-100.958527
3962.109375	-101.320999
4048.242188	-101.251717
4134.375000	-101.250130
4220.507812	-101.245605
4306.640625	-101.553780
4392.773438	-101.497742
4478.906250	-101.715515
4565.039062	-101.881676
4651.171875	-102.122826
4737.304688	-102.418335
4823.437500	-102.616798
4909.570312	-102.985443
4995.703125	-103.002907
5081.835938	-103.148422
5167.968750	-103.571709
5254.101562	-103.809227
5340.234375	-103.959930
5426.367188	-104.065262
