Frequency (Hz)	Level (dB)
86.132812	-35.313755
172.265625	-40.340298
258.398438	-48.322136
344.531250	-55.180183
430.664062	-59.441467
516.796875	-63.389713
602.929688	-65.572357
689.062500	-66.722885
775.195312	-68.238396
861.328125	-69.894417
947.460938	-72.827553
1033.593750	-76.924484
1119.726562	-80.418213
1205.859375	-83.395721
1291.992188	-85.292824
1378.125000	-86.856277
1464.257812	-88.792717
1550.390625	-90.710716
1636.523438	-91.786064
1722.656250	-93.167580
1808.789062	-94.513176
1894.921875	-96.128838
1981.054688	-96.649208
2067.187500	-97.570457
2153.320312	-97.936600
2239.453125	-98.370178
2325.585938	-99.013107
2411.718750	-99.069130
2497.851562	-98.978745
2583.984375	-99.138680
2670.117188	-99.279099
2756.250000	-99.409264
2842.382812	-99.541656
2928.515625	-99.605957
3014.648438	-99.825569
3100.781250	-99.887161
3186.914062	-99.754456
3273.046875	-100.214195
3359.179688	-100.392174
3445.312500	-100.487495
3531.445312	-100.598213
3617.578125	-100.412628
3703.710938	-100.534714
3789.843750	-100.344139
3875.976562	-100.530350
3962.109375	-100.969818
4048.242188	-100.925117
4134.375000	-100.987991
4220.507812	-100.862411
4306.640625	-100.804970
4392.773438	-101.380440
4478.906250	-101.537415
4565.039062	-101.603981
4651.171875	-101.894943
4737.304688	-102.047691
4823.437500	-102.436630
4909.570312	-102.164101
4995.703125	-102.715973
5081.835938	-103.268120
5167.968750	-103.677231
5254.101562	-103.464828
5340.234375	-103.363449
5426.367188	-103.350174
