Frequency (Hz)	Level (dB)
86.132812	-29.535450
172.265625	-36.144253
258.398438	-46.623177
344.531250	-57.374760
430.664062	-62.962948
516.796875	-68.120934
602.929688	-72.898087
689.062500	-74.077927
775.195312	-76.063271
861.328125	-79.438171
947.460938	-80.907700
1033.593750	-81.408371
1119.726562	-82.990318
1205.859375	-84.258690
1291.992188	-84.428070
1378.125000	-85.293037
1464.257812	-88.088249
1550.390625	-87.853714
1636.523438	-87.902069
1722.656250	-88.730095
1808.789062	-90.144722
1894.921875	-91.195412
1981.054688	-90.951675
2067.187500	-90.458824
2153.320312	-90.942940
2239.453125	-92.546501
2325.585938	-93.677048
2411.718750	-92.656403
2497.851562	-92.450691
2583.984375	-93.980164
2670.117188	-95.474358
2756.250000	-94.261162
2842.382812	-93.981598
2928.515625	-95.106415
3014.648438	-96.478767
3100.781250	-96.525894
3186.914062	-95.775345
3273.046875	-95.550873
3359.179688	-96.237610
3445.312500	-97.932724
3531.445312	-97.781700
3617.578125	-96.663216
3703.710938	-97.152229
3789.843750	-98.511307
3875.976562	-98.895462
3962.109375	-98.369904
4048.242188	-98.399902
4134.375000	-98.791130
4220.507812	-99.347923
4306.640625	-99.387924
4392.773438	-99.406593
4478.906250	-99.542259
4565.039062	-99.758423
4651.171875	-100.505074
4737.304688	-100.571411
4823.437500	-100.601204
4909.570312	-100.667168
4995.703125	-101.398476
5081.835938	-102.115623
5167.968750	-102.101143
5254.101562	-102.175346
5340.234375	-102.285538
5426.367188	-102.628761
