Frequency (Hz)	Level (dB)
86.132812	-31.135494
172.265625	-35.059715
258.398438	-36.808525
344.531250	-40.126343
430.664062	-42.143654
516.796875	-43.795593
602.929688	-50.511826
689.062500	-55.665047
775.195312	-56.796379
861.328125	-58.540653
947.460938	-63.775166
1033.593750	-66.095779
1119.726562	-66.920006
1205.859375	-73.545738
1291.992188	-75.178131
1378.125000	-75.800156
1464.257812	-76.401375
1550.390625	-77.142029
1636.523438	-78.568626
1722.656250	-82.067451
1808.789062	-86.356750
1894.921875	-86.589424
1981.054688	-89.626617
2067.187500	-89.842476
2153.320312	-89.648979
2239.453125	-90.952591
2325.585938	-89.507957
2411.718750	-90.702278
2497.851562	-91.169182
2583.984375	-91.465912
2670.117188	-91.946617
2756.250000	-91.158073
2842.382812	-93.671753
2928.515625	-96.197716
3014.648438	-97.316536
3100.781250	-97.761566
3186.914062	-97.383560
3273.046875	-97.248131
3359.179688	-97.646782
3445.312500	-98.338074
3531.445312	-98.661926
3617.578125	-98.496704
3703.710938	-98.821297
3789.843750	-99.150513
3875.976562	-99.648117
3962.109375	-99.910225
4048.242188	-99.659752
4134.375000	-99.694656
4220.507812	-100.097466
4306.640625	-100.399727
4392.773438	-100.508865
4478.906250	-100.863396
4565.039062	-100.765991
4651.171875	-101.056633
4737.304688	-101.330338
4823.437500	-101.660225
4909.570312	-102.106537
4995.703125	-102.300438
5081.835938	-102.617363
5167.968750	-102.991928
5254.101562	-103.126862
5340.234375	-103.199600
5426.367188	-103.304024
