Frequency (Hz)	Level (dB)
86.132812	-16.775702
172.265625	-23.627958
258.398438	-32.667370
344.531250	-39.858215
430.664062	-47.375256
516.796875	-52.273960
602.929688	-57.139553
689.062500	-60.426315
775.195312	-62.698418
861.328125	-63.877918
947.460938	-65.568855
1033.593750	-66.929199
1119.726562	-68.472412
1205.859375	-69.924202
1291.992188	-71.230019
1378.125000	-71.493263
1464.257812	-71.999336
1550.390625	-73.232391
1636.523438	-75.089447
1722.656250	-76.455635
1808.789062	-77.064346
1894.921875	-77.566216
1981.054688	-77.965858
2067.187500	-78.593109
2153.320312	-79.780914
2239.453125	-80.654579
2325.585938	-81.028038
2411.718750	-81.623894
2497.851562	-81.820717
2583.984375	-82.116135
2670.117188	-82.632164
2756.250000	-84.007431
2842.382812	-83.922020
2928.515625	-84.104416
3014.648438	-84.104210
3100.781250	-84.519714
3186.914062	-85.023529
3273.046875	-85.386856
3359.179688	-85.607773
3445.312500	-85.411163
3531.445312	-85.595573
3617.578125	-86.161041
3703.710938	-86.575172
3789.843750	-86.820129
3875.976562	-86.462914
3962.109375	-86.877510
4048.242188	-87.376488
4134.375000	-88.036987
4220.507812	-88.482185
4306.640625	-88.985641
4392.773438	-89.227585
4478.906250	-89.769302
4565.039062	-90.539513
4651.171875	-91.440125
4737.304688	-92.077835
4823.437500	-93.199150
4909.570312	-94.277206
4995.703125	-95.106644
5081.835938	-96.141136
5167.968750	-97.663506
5254.101562	-98.902885
5340.234375	-99.956093
5426.367188	-100.889824
