Frequency (Hz)	Level (dB)
86.132812	-15.752400
172.265625	-23.980879
258.398438	-34.742142
344.531250	-44.375057
430.664062	-52.140316
516.796875	-55.881466
602.929688	-57.363590
689.062500	-60.813408
775.195312	-64.629517
861.328125	-67.905365
947.460938	-69.039978
1033.593750	-67.942162
1119.726562	-69.658798
1205.859375	-72.021431
1291.992188	-73.437828
1378.125000	-75.321869
1464.257812	-75.123108
1550.390625	-75.267853
1636.523438	-77.299042
1722.656250	-78.736435
1808.789062	-79.805893
1894.921875	-79.408272
1981.054688	-79.616966
2067.187500	-81.322235
2153.320312	-82.452179
2239.453125	-83.324646
2325.585938	-83.130516
2411.718750	-82.755669
2497.851562	-84.462051
2583.984375	-86.516937
2670.117188	-86.790329
2756.250000	-86.135406
2842.382812	-85.265038
2928.515625	-86.620529
3014.648438	-88.877831
3100.781250	-89.122147
3186.914062	-88.394920
3273.046875	-87.976784
3359.179688	-88.860367
3445.312500	-90.192535
3531.445312	-90.546135
3617.578125	-90.211029
3703.710938	-90.415825
3789.843750	-91.003456
3875.976562	-91.771629
3962.109375	-92.228699
4048.242188	-92.743675
4134.375000	-93.272255
4220.507812	-93.318428
4306.640625	-94.301765
4392.773438	-94.625664
4478.906250	-94.984032
4565.039062	-96.708946
4651.171875	-97.423874
4737.304688	-98.250717
4823.437500	-98.778885
4909.570312	-99.168617
4995.703125	-100.792336
5081.835938	-102.065277
5167.968750	-103.509483
5254.101562	-104.974144
5340.234375	-105.249130
5426.367188	-105.843155
