Frequency (Hz)	Level (dB)
86.132812	-13.524720
172.265625	-23.354908
258.398438	-31.661261
344.531250	-39.867249
430.664062	-43.390198
516.796875	-46.620090
602.929688	-50.527863
689.062500	-52.847176
775.195312	-53.199341
861.328125	-56.598118
947.460938	-59.361217
1033.593750	-59.489285
1119.726562	-60.144196
1205.859375	-62.787239
1291.992188	-65.470085
1378.125000	-64.838799
1464.257812	-66.603065
1550.390625	-70.688782
1636.523438	-72.114853
1722.656250	-72.496399
1808.789062	-74.605728
1894.921875	-74.926750
1981.054688	-73.556412
2067.187500	-75.260612
2153.320312	-74.748405
2239.453125	-73.533371
2325.585938	-74.127464
2411.718750	-75.251915
2497.851562	-75.199112
2583.984375	-74.442001
2670.117188	-76.464149
2756.250000	-77.857002
2842.382812	-77.334061
2928.515625	-77.507721
3014.648438	-79.174973
3100.781250	-80.264450
3186.914062	-80.278641
3273.046875	-81.374863
3359.179688	-82.367279
3445.312500	-84.018364
3531.445312	-85.723770
3617.578125	-86.225197
3703.710938	-84.711769
3789.843750	-84.070274
3875.976562	-83.893349
3962.109375	-82.551872
4048.242188	-82.513878
4134.375000	-83.291229
4220.507812	-83.565460
4306.640625	-83.365280
4392.773438	-83.090996
4478.906250	-82.606941
4565.039062	-82.005150
4651.171875	-81.874107
4737.304688	-81.900719
4823.437500	-82.531921
4909.570312	-82.297386
4995.703125	-80.409500
5081.835938	-78.263130
5167.968750	-77.224411
5254.101562	-77.734207
5340.234375	-79.776863
5426.367188	-83.185837
