Frequency (Hz)	Level (dB)
86.132812	-11.604889
172.265625	-16.776743
258.398438	-23.291475
344.531250	-31.633593
430.664062	-35.266289
516.796875	-38.542515
602.929688	-41.032787
689.062500	-43.195499
775.195312	-45.952602
861.328125	-48.211830
947.460938	-48.293468
1033.593750	-50.919739
1119.726562	-53.570072
1205.859375	-54.294796
1291.992188	-55.382545
1378.125000	-57.383167
1464.257812	-58.793102
1550.390625	-59.488926
1636.523438	-60.360775
1722.656250	-60.967545
1808.789062	-61.337688
1894.921875	-62.723118
1981.054688	-64.063293
2067.187500	-64.649719
2153.320312	-65.427498
2239.453125	-65.571320
2325.585938	-66.776833
2411.718750	-67.817871
2497.851562	-68.275269
2583.984375	-68.718285
2670.117188	-69.073868
2756.250000	-69.690445
2842.382812	-70.041405
2928.515625	-70.233055
3014.648438	-71.069283
3100.781250	-71.455368
3186.914062	-71.052017
3273.046875	-71.815544
3359.179688	-72.370239
3445.312500	-71.796440
3531.445312	-72.214958
3617.578125	-72.842163
3703.710938	-72.464012
3789.843750	-72.735962
3875.976562	-74.052475
3962.109375	-74.449669
4048.242188	-75.222900
4134.375000	-75.979691
4220.507812	-76.731186
4306.640625	-77.904404
4392.773438	-79.123489
4478.906250	-79.029938
4565.039062	-79.670128
4651.171875	-80.778786
4737.304688	-80.113068
4823.437500	-78.260544
4909.570312	-76.625809
4995.703125	-74.430870
5081.835938	-71.967606
5167.968750	-70.446571
5254.101562	-70.775139
5340.234375	-73.640953
5426.367188	-77.577850
