Frequency (Hz)	Level (dB)
86.132812	-23.936155
172.265625	-27.122860
258.398438	-32.655933
344.531250	-42.217636
430.664062	-49.848827
516.796875	-52.654495
602.929688	-54.686783
689.062500	-57.430542
775.195312	-59.949223
861.328125	-61.292248
947.460938	-63.295704
1033.593750	-65.432373
1119.726562	-67.102654
1205.859375	-68.138680
1291.992188	-69.838638
1378.125000	-71.181252
1464.257812	-70.956184
1550.390625	-71.959290
1636.523438	-74.225677
1722.656250	-76.910545
1808.789062	-79.291595
1894.921875	-79.390778
1981.054688	-79.701714
2067.187500	-81.476112
2153.320312	-82.958603
2239.453125	-82.922043
2325.585938	-83.152931
2411.718750	-85.730080
2497.851562	-85.427780
2583.984375	-84.462967
2670.117188	-86.992584
2756.250000	-91.431786
2842.382812	-93.571800
2928.515625	-91.799683
3014.648438	-92.205437
3100.781250	-92.805054
3186.914062	-91.332199
3273.046875	-91.804169
3359.179688	-92.453171
3445.312500	-96.397568
3531.445312	-100.382286
3617.578125	-101.524734
3703.710938	-101.481827
3789.843750	-97.713509
3875.976562	-96.638062
3962.109375	-95.927490
4048.242188	-98.721169
4134.375000	-102.474297
4220.507812	-103.073860
4306.640625	-103.094391
4392.773438	-104.615349
4478.906250	-105.673279
4565.039062	-106.046402
4651.171875	-106.637039
4737.304688	-106.984688
4823.437500	-107.715385
4909.570312	-108.081734
4995.703125	-108.438240
5081.835938	-108.725517
5167.968750	-108.989563
5254.101562	-109.312309
5340.234375	-109.629913
5426.367188	-109.687599
