Frequency (Hz)	Level (dB)
86.132812	-19.537045
172.265625	-22.819477
258.398438	-31.102949
344.531250	-41.473782
430.664062	-45.731342
516.796875	-49.577950
602.929688	-51.567448
689.062500	-53.934242
775.195312	-57.035458
861.328125	-58.989384
947.460938	-58.750919
1033.593750	-62.034798
1119.726562	-68.252983
1205.859375	-68.096214
1291.992188	-67.018555
1378.125000	-71.397125
1464.257812	-74.657845
1550.390625	-77.128281
1636.523438	-76.635452
1722.656250	-77.184929
1808.789062	-75.768066
1894.921875	-76.173340
1981.054688	-73.855644
2067.187500	-74.466515
2153.320312	-76.553093
2239.453125	-75.591782
2325.585938	-74.065079
2411.718750	-76.788826
2497.851562	-80.681900
2583.984375	-79.412849
2670.117188	-78.380440
2756.250000	-82.563782
2842.382812	-84.861008
2928.515625	-85.691711
3014.648438	-85.797264
3100.781250	-88.696579
3186.914062	-87.840210
3273.046875	-87.536507
3359.179688	-83.692047
3445.312500	-85.281418
3531.445312	-87.613579
3617.578125	-84.478264
3703.710938	-82.235626
3789.843750	-84.389420
3875.976562	-86.974052
3962.109375	-85.693939
4048.242188	-85.330383
4134.375000	-88.142166
4220.507812	-89.134727
4306.640625	-90.798042
4392.773438	-92.239929
4478.906250	-94.526070
4565.039062	-94.597809
4651.171875	-97.598785
4737.304688	-95.485069
4823.437500	-97.410507
4909.570312	-99.164948
4995.703125	-97.507721
5081.835938	-96.138191
5167.968750	-98.894035
5254.101562	-101.410309
5340.234375	-103.001381
5426.367188	-104.878944
