Frequency (Hz)	Level (dB)
86.132812	-22.671400
172.265625	-27.482246
258.398438	-36.140911
344.531250	-44.945862
430.664062	-55.475731
516.796875	-60.534477
602.929688	-62.046444
689.062500	-65.872856
775.195312	-68.294075
861.328125	-70.053497
947.460938	-71.955055
1033.593750	-72.636551
1119.726562	-72.660789
1205.859375	-73.880562
1291.992188	-73.245811
1378.125000	-73.929031
1464.257812	-76.181419
1550.390625	-75.860573
1636.523438	-74.438560
1722.656250	-74.715683
1808.789062	-77.881363
1894.921875	-79.271790
1981.054688	-79.000816
2067.187500	-79.071510
2153.320312	-78.986938
2239.453125	-80.136292
2325.585938	-82.087524
2411.718750	-82.434395
2497.851562	-81.363373
2583.984375	-81.246849
2670.117188	-81.931099
2756.250000	-81.977539
2842.382812	-82.942451
2928.515625	-83.509132
3014.648438	-83.355850
3100.781250	-82.905365
3186.914062	-83.021339
3273.046875	-83.441917
3359.179688	-83.863335
3445.312500	-82.974113
3531.445312	-81.611420
3617.578125	-80.554817
3703.710938	-80.536270
3789.843750	-79.543022
3875.976562	-78.898682
3962.109375	-82.274353
4048.242188	-82.896782
4134.375000	-81.708038
4220.507812	-82.434509
4306.640625	-83.871674
4392.773438	-84.023338
4478.906250	-83.430344
4565.039062	-82.709038
4651.171875	-81.948647
4737.304688	-81.031242
4823.437500	-79.370682
4909.570312	-77.306381
4995.703125	-74.740150
5081.835938	-71.983322
5167.968750	-70.350601
5254.101562	-70.504562
5340.234375	-72.785706
5426.367188	-76.311172
