Frequency (Hz)	Level (dB)
86.132812	-20.421736
172.265625	-28.965616
258.398438	-39.373302
344.531250	-51.771721
430.664062	-61.753757
516.796875	-65.888893
602.929688	-67.447922
689.062500	-71.212967
775.195312	-73.520149
861.328125	-75.135971
947.460938	-76.906708
1033.593750	-78.968277
1119.726562	-80.255737
1205.859375	-80.901573
1291.992188	-82.773300
1378.125000	-84.497864
1464.257812	-84.521133
1550.390625	-85.365486
1636.523438	-86.526520
1722.656250	-87.447807
1808.789062	-87.976585
1894.921875	-88.458031
1981.054688	-89.377640
2067.187500	-89.944305
2153.320312	-90.631409
2239.453125	-91.183556
2325.585938	-91.844162
2411.718750	-92.427406
2497.851562	-92.922729
2583.984375	-92.901115
2670.117188	-93.593750
2756.250000	-93.744911
2842.382812	-94.085602
2928.515625	-94.781487
3014.648438	-94.626549
3100.781250	-95.221329
3186.914062	-95.483055
3273.046875	-95.773407
3359.179688	-95.944748
3445.312500	-95.701813
3531.445312	-96.385612
3617.578125	-96.685432
3703.710938	-96.465477
3789.843750	-96.586349
3875.976562	-96.989807
3962.109375	-97.245903
4048.242188	-97.720329
4134.375000	-98.021240
4220.507812	-98.400429
4306.640625	-98.629799
4392.773438	-99.198372
4478.906250	-100.155449
4565.039062	-100.414192
4651.171875	-100.880173
4737.304688	-101.638420
4823.437500	-102.346138
4909.570312	-103.228416
4995.703125	-104.026741
5081.835938	-104.825081
5167.968750	-105.626968
5254.101562	-106.274300
5340.234375	-107.099167
5426.367188	-107.572792
