Frequency (Hz)	Level (dB)
86.132812	-15.707058
172.265625	-23.144058
258.398438	-35.827934
344.531250	-48.622532
430.664062	-56.680294
516.796875	-61.472725
602.929688	-67.137833
689.062500	-72.352814
775.195312	-74.629021
861.328125	-73.412018
947.460938	-73.973366
1033.593750	-76.196167
1119.726562	-80.905975
1205.859375	-86.473328
1291.992188	-83.399475
1378.125000	-81.617889
1464.257812	-81.721008
1550.390625	-84.490807
1636.523438	-90.275398
1722.656250	-93.092140
1808.789062	-88.409470
1894.921875	-86.304665
1981.054688	-87.245636
2067.187500	-90.373657
2153.320312	-96.570473
2239.453125	-95.093864
2325.585938	-90.846855
2411.718750	-90.139107
2497.851562	-91.341331
2583.984375	-95.457680
2670.117188	-99.486328
2756.250000	-95.549492
2842.382812	-93.076653
2928.515625	-92.720100
3014.648438	-94.894241
3100.781250	-98.747513
3186.914062	-98.821602
3273.046875	-96.102264
3359.179688	-94.654907
3445.312500	-95.214600
3531.445312	-97.397919
3617.578125	-100.402489
3703.710938	-99.099335
3789.843750	-96.737167
3875.976562	-96.180443
3962.109375	-97.385201
4048.242188	-99.923218
4134.375000	-100.884102
4220.507812	-99.172424
4306.640625	-98.075432
4392.773438	-98.244911
4478.906250	-99.618011
4565.039062	-101.131325
4651.171875	-101.648254
4737.304688	-100.486183
4823.437500	-99.985390
4909.570312	-100.533035
4995.703125	-102.087875
5081.835938	-103.029388
5167.968750	-103.062416
5254.101562	-102.550720
5340.234375	-102.506454
5426.367188	-102.907829
