Frequency (Hz)	Level (dB)
86.132812	-19.572289
172.265625	-20.619686
258.398438	-25.266525
344.531250	-36.616093
430.664062	-43.928947
516.796875	-47.737999
602.929688	-49.987926
689.062500	-52.946842
775.195312	-55.897942
861.328125	-58.381268
947.460938	-59.670185
1033.593750	-60.168743
1119.726562	-60.486877
1205.859375	-61.011871
1291.992188	-61.966297
1378.125000	-63.053783
1464.257812	-63.810665
1550.390625	-64.305740
1636.523438	-64.667595
1722.656250	-65.084564
1808.789062	-65.675713
1894.921875	-66.384697
1981.054688	-66.994301
2067.187500	-67.565323
2153.320312	-67.947678
2239.453125	-68.284752
2325.585938	-68.546570
2411.718750	-68.830414
2497.851562	-69.428978
2583.984375	-69.563210
2670.117188	-69.583031
2756.250000	-69.818085
2842.382812	-69.963188
2928.515625	-70.491905
3014.648438	-70.653847
3100.781250	-70.715202
3186.914062	-71.138992
3273.046875	-71.593620
3359.179688	-72.041748
3445.312500	-72.296310
3531.445312	-72.551285
3617.578125	-72.821487
3703.710938	-73.284187
3789.843750	-73.597221
3875.976562	-73.846169
3962.109375	-74.319511
4048.242188	-74.838287
4134.375000	-75.381302
4220.507812	-75.737587
4306.640625	-76.270264
4392.773438	-76.631401
4478.906250	-76.906471
4565.039062	-77.204903
4651.171875	-77.353569
4737.304688	-77.834801
4823.437500	-78.202507
4909.570312	-78.648277
4995.703125	-79.095085
5081.835938	-79.683205
5167.968750	-79.941223
5254.101562	-79.949318
5340.234375	-80.089233
5426.367188	-79.907959
